20210126,福田区,沙尾,绿景社区大两房，看花园看海景，安静舒适,910万,低楼层                                    (共33层)                                                                      | 2003年建 |                                3室1厅 | 81.93平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/9358689c-dae6-4e8a-ae96-2e4cfa65ce9d_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,金地海景翠堤湾四室两厅一厨两卫,1400万,低楼层                                    (共8层)                                                                      | 2002年建 |                                4室2厅 | 177.12平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-9ea5ec1d-fa4a-4ebe-81af-33bf1a554de3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,正规三房 双阳台 东南向 看园景,1130万,低楼层                                    (共33层)                                                                      | 2003年建 |                                3室1厅 | 90.09平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/3929506d-d78a-4a0d-bc8d-cc8481c8ab4a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,大金沙改造片区7号线沙尾地铁口金地物业海景房,860万,高楼层                                    (共33层)                                                                      | 2010年建 |                                2室1厅 | 70.45平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-065d8933-626b-4b9d-b0ec-6f959274637b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,国企金地品质物业，此房满五年，户型方正实用,1350万,低楼层                                    (共11层)                                                                      | 2000年建 |                                4室2厅 | 168.58平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-11b4de86-e572-4ce2-89bb-e02c4f98ab0f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,金地品牌物业 大社区 使用率高 业主诚心卖 价格可以谈,1020万,中楼层                                    (共6层)                                                                      | 1997年建 |                                4室2厅 | 126.46平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/ac4e58f5-d5b2-4e50-8356-03b503eb0d31_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,高层 看海景和红树林景 双阳台 过五年唯一新上,1600万,高楼层                                    (共33层)                                                                      | 2003年建 |                                3室2厅 | 123.69平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/a37019c4-a4c4-4289-b36a-be8906807f60_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,满五红本一手业主，大户型方正三房，业主诚心卖。,950万,中楼层                                    (共6层)                                                                      | 2000年建 |                                3室2厅 | 98.2平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/ed90b88f-811a-49eb-9fb6-2d9579ec0344_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,绿景蓝湾半岛 4室1厅 南,1650万,低楼层                                    (共33层)                                                                      | 2003年建 |                                4室1厅 | 148.86平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/7806126a-ae72-4894-b34e-c97a099bcd4e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,金地海景翠堤湾大3房，金地物业，看海景,1295万,低楼层                                    (共31层)                                                                      | 2002年建 |                                4室1厅 | 130.85平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/a5044289-a59d-4e2b-a94b-b01ae043de31_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,南向  看海景  格局方正  满五年唯一 诚心出售,1300万,低楼层                                    (共32层)                                                                      | 2002年建 |                                3室1厅 | 130.74平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/620bb5cf-87d7-4bf2-907e-f9005a037bbe_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,看海景三房   户型好   金地物业管理好,1350万,中楼层                                    (共31层)                                                                      | 2002年建 |                                3室1厅 | 122.01平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/pc1_eN8hPldp5_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,幸福空间，健康生活，日日上演桂馨园。,1100万,低楼层                                    (共30层)                                                                      | 2002年建 |                                3室1厅 | 117.25平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/60e4b80f-be43-40ec-9f4d-b533d080042a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,方正户型，双阳台设计，景观和视视野都很靓,880万,中楼层                                    (共10层)                                                                      | 1997年建 |                                2室2厅 | 84.69平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/7fab2504-9eab-49bb-a22d-70683919367e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,品牌物业 一楼有70平米院子 满五年,1980万,低楼层                                    (共6层)                                                                      | 1997年建 |                                6室2厅 | 239.9平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-151e5b0a-83cf-4f92-8eba-93ac8371fbab.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,深圳湾全海景 顶楼大平面 私家大花园 满五带车位,2600万,高楼层                                    (共33层)                                                                      | 2002年建 |                                5室2厅 | 219.5平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-09a1bb11-3bd7-4f4a-9894-f533a99227ea.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,大社区，朝南大三房，满五红本在手,680万,高楼层                                    (共8层)                                                                      | 1995年建 |                                3室2厅 | 89.73平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-688c6a61-1cc8-49a3-a8e4-41c429c5e407.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,金地海景花园 5室2厅 南,1290万,高楼层                                    (共7层)                                                                      | 2000年建 |                                5室2厅 | 149.44平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-c3ab5681-3446-4683-8654-6c7139d6e17c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,红本在手，随时交易，大金沙范围新上,750万,高楼层                                    (共20层)                                                                      | 2001年建 |                                2室2厅 | 70.14平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/d9a84643-3f88-4ff1-8c50-073af9870a30.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,红树林公园边，大三房，景观开阔，楼层好。,1100万,低楼层                                    (共30层)                                                                      | 2002年建 |                                3室1厅 | 113.26平米                                  | 东南,http://ke-image.ljcdn.com/hdic-frame/08784653-a481-48ad-aaa9-61362cd636ec.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,经典户型设计，合理空间划分，内外兼修的品格建筑。,1100万,低楼层                                    (共14层)                                                                      | 1999年建 |                                3室1厅 | 140.94平米                                  | 南,http://ke-image.ljcdn.com/hdic-frame/d8cb260c-9e3d-4223-b8ba-555475650992.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,安静 户型方正 南北通 红本在手 业主诚售,1400万,低楼层                                    (共8层)                                                                      | 2002年建 |                                4室2厅 | 178.5平米                                  | 南,http://ke-image.ljcdn.com/440300-frame/5c1b77e0-9612-438c-a458-baf77e2e0776.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,沙尾,业主诚心出售，看房方便，欢迎大家带看,1560万,高楼层                                    (共20层)                                                                      | 2001年建 |                                5室2厅 | 146.89平米                                  | 南,http://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=202101261829353
