20210126,福田区,莲花,楼栋在小区中间位置，通透性好，业主诚心出售。,909万,低楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 90.21平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/5a8e253d-4e7a-4177-b11e-e4d5f68876f6_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,中高楼层，采光视野风景怡人！！!,800万,中楼层                                    (共25层)                                                                      | 1995年建 |                                3室2厅 | 95.8平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/7f6ac302-b113-495b-a04d-306e8289200f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山片区南向小2房 满五唯一税费少,688万,中楼层                                    (共7层)                                                                      | 1993年建 |                                2室1厅 | 67.8平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/dc892af7-7cc9-4556-a51a-72fc99ead836_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此房是精装修，可直接入住，采光好，业主诚心卖.,996万,低楼层                                    (共10层)                                                                      | 2002年建 |                                3室1厅 | 125.62平米                                  | 北,http://ke-image.ljcdn.com/440300-inspection/pc1_td3ZhEiOz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,南向冬暖夏凉，高品质装修即买即住。,949万,低楼层                                    (共34层)                                                                      | 2004年建 |                                3室1厅 | 87.7平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/ce240c60-9075-4feb-8c08-f3b67d33533b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,原始格局、三房两卫，东向，紫气东来。,930万,中楼层                                    (共34层)                                                                      | 2001年建 |                                3室2厅 | 97.39平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/0eef08f4-fcc0-4fad-b861-9184a658442e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,一梯一户，南北通，带底层花园，业主换房诚心出售,1280万,低楼层                                    (共7层)                                                                      | 1998年建 |                                5室2厅 | 150.15平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_hkzOarFT0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花小二房户型 上莲花中  美莲小  少有挂盘,550万,低楼层                                    (共21层)                                                                      | 1995年建 |                                2室1厅 | 55.83平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/ab11442e-adf5-493d-bf2c-4083aeb80730_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五唯一，高楼层，采光好，视野好,690万,高楼层                                    (共34层)                                                                      | 2001年建 |                                2室1厅 | 74.27平米                                  | 西,http://ke-image.ljcdn.com/110000-inspection/pc1_QtYm1dHO0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,雨田村 3室2厅 南,900万,中楼层                                    (共11层)                                                                      | 2004年建 |                                3室2厅 | 96平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/0281d99f-783c-46b7-b475-02b70fcd9251_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五年税少 户型方正三房采光充足 配套好出门地铁口,920万,中楼层                                    (共27层)                                                                      | 2002年建 |                                3室1厅 | 80.28平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/e685fed5-a164-49c9-9b33-3f66f516ac5c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五唯一的大四房，南北通，业主换房诚心出售,978万,高楼层                                    (共7层)                                                                      | 2000年建 |                                4室2厅 | 113.49平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/a1f676e2-2920-49df-820e-bd41f4479e33_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,长城盛世家园二期 2室1厅 西南,960万,高楼层                                    (共34层)                                                                      | 2004年建 |                                2室1厅 | 80.59平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/48aa15a5-b5aa-458e-bfa9-159d65a15f17_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此房红本在手，满五年，税费少，户型方正必看好房,770万,低楼层                                    (共22层)                                                                      | 1999年建 |                                3室1厅 | 90.12平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_TeEJyUYC5.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五年唯一红本在手 自住南北通 采光充足看莲花山,1100万,高楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 90.29平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/c35f578a-a5cc-4689-9dbf-50cc6e68d69e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山脚下 南北向 大四房格局  双阳台 少有放卖,1480万,中楼层                                    (共11层)                                                                      | 1999年建 |                                4室2厅 | 157平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Rmcmpat94_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,一路之隔莲花山、地铁口物业、户型方正、实用,400万,低楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 34.95平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_PXywEc3fP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五年唯一红本，南北通，三年难遇好户型必看好房,1260万,低楼层                                    (共34层)                                                                      | 2004年建 |                                4室1厅 | 123.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/290797b2-a3a0-438f-9eaa-f72cb903a4d7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五年非唯一  通风好  采光好,1308万,中楼层                                    (共16层)                                                                      | 2002年建 |                                3室2厅 | 118.46平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_HLNzssVvA.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,南北通透 4+1房 精装修小高层带电梯正规大四房,1260万,低楼层                                    (共16层)                                                                      | 2002年建 |                                4室2厅 | 131.06平米                                  | 北 南,http://ke-image.ljcdn.com/110000-inspection/pc1_CACzMW0zS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五唯一，高楼层，四房两卫，阳台正南朝向。必看好房,1230万,高楼层                                    (共34层)                                                                      | 2004年建 |                                4室1厅 | 124.53平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_GMnhvE09e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,小区少有南向两房出售，小高层带电梯看莲花山,760万,中楼层                                    (共12层)                                                                      | 2001年建 |                                2室2厅 | 74.02平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_qp34gupIf_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,诚心出售 装修保养好，近地铁和莲花山,368万,中楼层                                    (共33层)                                                                      | 2004年建 |                                1室1厅 | 38.24平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_yWlQn4of0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,户型方正，双阳台结构，使用率高，满五唯一税费少必看好房,420万,低楼层                                    (共26层)                                                                      | 2005年建 |                                2室1厅 | 43.92平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_uSLnWVynN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,客厅出阳台，明厨明卫，采光好。,460万,中楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 43.9平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_56qGvwu74_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,得房率高，装修很好，户型方正，安静,698万,高楼层                                    (共7层)                                                                      | 2000年建 |                                3室1厅 | 82平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_YEhilNSAK_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,富莲大厦 三房二厅 户型方正 中间楼层 东南向 安静,855万,中楼层                                    (共25层)                                                                      | 1995年建 |                                3室2厅 | 98.31平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_no53a7nUW.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此小区三房价格买四房，您说划算不划算必看好房,1100万,低楼层                                    (共25层)                                                                      | 2002年建 |                                4室2厅 | 121.2平米                                  | 东南 南,http://ke-image.ljcdn.com/110000-inspection/eb3cb258-8047-45c1-b735-2144bb818ef7_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,业主换房诚心出售，红本在手，满五年无增值税,950万,高楼层                                    (共32层)                                                                      | 2004年建 |                                2室1厅 | 85.75平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/c5d470f3-8297-43f3-b15f-9421a5444fca_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,新莲大厦满五唯一电梯房真实在售,830万,高楼层                                    (共22层)                                                                      | 1999年建 |                                3室1厅 | 87.65平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_tIJxDPdn2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,户型方正 红本在手税费低 装修保养好,1550万,中楼层                                    (共49层)                                                                      | 2014年建 |                                1室1厅 | 107.99平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-71963204-102b-40c8-b09a-870257abdeb8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,高楼层，户型方正，视野开阔，业主诚心出售。必看好房,780万,高楼层                                    (共20层)                                                                      | 2013年建 |                                3室1厅 | 84.12平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_OsveZCBx3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山方正三房，环境优美，采光尚佳,1020万,高楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 90.24平米                                  | 南 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_1i5c7EzkI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,精装修 户型方正 税费少 诚心卖,870万,高楼层                                    (共8层)                                                                      | 1993年建 |                                3室2厅 | 87.49平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_5jCz9Mvmh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,户型方正 税费少 诚心卖 南向安静,440万,高楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 43.9平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_YBNy3TS85_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,高楼层，视野好，满五年，税少。,998万,低楼层                                    (共20层)                                                                      | 2013年建 |                                3室2厅 | 81.87平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_g5ImuJ7Qh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,高楼层  好视野房子，原始格局必看好房,980万,高楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 90.24平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/a88f79d7-bb7f-4109-b74b-99a53bfa6082_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,紫气东来 好视野 好的楼层 好的格局 好的价格。,970万,高楼层                                    (共27层)                                                                      | 2002年建 |                                3室1厅 | 90.29平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/a7f1f0c8-2dc4-44ad-8742-4b6b9b21abbe_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,彩田村，后排安静，精装91平920万，业主诚心出售,918万,低楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 90.29平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_oFIl3VywX_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花北村72平楼梯二房  位置安静 业主诚售,650万,高楼层                                    (共7层)                                                                      | 1993年建 |                                2室2厅 | 71.2平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_6RL7ruqfC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,地铁口正南向大三房，业主诚心出售！！,1000万,高楼层                                    (共34层)                                                                      | 2001年建 |                                3室1厅 | 117.53平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-f6ab8354-0011-440d-bf1f-8fe9f7c350d7.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山脚下南向三房  好房出售,1100万,高楼层                                    (共12层)                                                                      | 2001年建 |                                3室2厅 | 97平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Jil7cLq9Q_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,盛世家园一期方正户型大一房业主诚心出售,550万,中楼层                                    (共34层)                                                                      | 2001年建 |                                1室1厅 | 49.65平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_BNw511vM3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,正规一房一厅，诚心出售。楼层适中。,355万,中楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 34.87平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_Y72LKgBzb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,楼层好，采光佳，视野开阔，地铁口物业,338万,中楼层                                    (共26层)                                                                      | 2005年建 |                                1室1厅 | 34.86平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_EqzOnRzzP_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山双地铁口物业，风景优美，低总价四房,838万,中楼层                                    (共8层)                                                                      | 1996年建 |                                4室1厅 | 117.86平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_F8AcmO1p9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,东南向 方正三房 安静 实用 诚心出售,1120万,低楼层                                    (共27层)                                                                      | 2002年建 |                                3室1厅 | 90.38平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/prod-f88d3076-8807-4eec-9e41-b99a3b9f0649.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花北村   安居2房  户型方正  采光充足,698万,中楼层                                    (共8层)                                                                      | 1993年建 |                                2室2厅 | 67.8平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/16beafde-26e6-461f-ac5c-b2b861ee1019_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,深业上城 1室1厅 南,1300万,低楼层                                    (共49层)                                                                      | 2014年建 |                                1室1厅 | 108.19平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-6e10bf08-cb9e-4d22-855b-a922eefddcdf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,地铁口物业，小高层带电梯，南北通131平4房，民宁园。,1280万,中楼层                                    (共16层)                                                                      | 2002年建 |                                4室1厅 | 131.06平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_A08s2gTuO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花北村低楼层A户型  南北通透大三房,840万,低楼层                                    (共8层)                                                                      | 1993年建 |                                3室2厅 | 87.64平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/pc1_DHQ2Ir4vH.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此房满五唯一，低税费减少您前期购房成本，户型方正,880万,高楼层                                    (共7层)                                                                      | 1993年建 |                                4室2厅 | 93平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-17f90f95-2ba9-4136-a968-e568599ea607.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,安静  美丽夜景视野 高品质  旁边莲花山一步之遥,1900万,低楼层                                    (共62层)                                                                      | 2014年建 |                                2室2厅 | 165.7平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-bef0694c-6222-4581-8018-0d6ccac73d1c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花北村  精装三房      业主诚心出售,750万,低楼层                                    (共22层)                                                                      | 1999年建 |                                3室2厅 | 90.75平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-dc3151bc-7cfa-4535-8011-7c9ac0294e52.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,长城盛世家园高楼层一房一厅 少量放出,439万,高楼层                                    (共34层)                                                                      | 2001年建 |                                1室1厅 | 47.02平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_3tUKpfW9K_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五唯一，税费少，小区门口就是公园地铁必看好房,930万,低楼层                                    (共7层)                                                                      | 2002年建 |                                3室2厅 | 108.77平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/fb269e05-639c-4d07-9df3-ec0346cdd01b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山脚下，天威花园朝南97平三房，满五年唯一税费少必看好房,838万,中楼层                                    (共23层)                                                                      | 2003年建 |                                3室2厅 | 96.67平米                                  | 西南 西北,http://ke-image.ljcdn.com/110000-inspection/0835d66d-a7a5-414d-acce-f718b0fe5be5_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五唯一，看小区花园，安静，业主很诚心卖，税费少必看好房,1100万,低楼层                                    (共34层)                                                                      | 2004年建 |                                3室2厅 | 112.22平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/468203d0-d176-40cc-9f05-5228b95b19d2_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,好房带双阳台南北通，视野好，大三房两卫,1150万,中楼层                                    (共10层)                                                                      | 2000年建 |                                3室2厅 | 122.47平米                                  | 南 北,http://ke-image.ljcdn.com/110000-inspection/24875f7f-b39c-4dc1-8aef-2b55b64861bd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,莲花山地铁口精装小两房，视野开阔新上,579万,高楼层                                    (共26层)                                                                      | 2005年建 |                                2室1厅 | 52平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_qJ99P5hvm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,13年小区3层复式好房，满五年唯一红本在手税费少新上,1340万,低楼层                                    (共13层)                                                                      | 2013年建 |                                4室1厅 | 150.57平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_heR3EoNaD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此房满五唯一  红本在手   中楼层,1200万,中楼层                                    (共7层)                                                                      | 2009年建 |                                3室2厅 | 89.89平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/e69647fa-cd46-4123-a6bc-ea2e3a6a0465_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,此房红本在手满五唯一，房子格局好,850万,低楼层                                    (共34层)                                                                      | 2004年建 |                                3室1厅 | 86.16平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/51bb05b7-5c16-4d12-8422-68b466be225f_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,安静，南向通风好 产权清晰，业主诚心卖,722万,低楼层                                    (共34层)                                                                      | 2004年建 |                                2室1厅 | 70.25平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_M1uXWwZhQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,红本在售，中间楼层，业主诚心出售新上,750万,中楼层                                    (共7层)                                                                      | 2000年建 |                                2室2厅 | 81.58平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/8aa6f6ea-3c64-4a30-8cef-c6cec5ea8652_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,彩田村 3室1厅 南新上,1293万,高楼层                                    (共25层)                                                                      | 2002年建 |                                3室1厅 | 92.35平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_xhGIvoZL4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,天威花园二期，中间楼层，精装一手3房，安静位置,800万,中楼层                                    (共23层)                                                                      | 2003年建 |                                3室2厅 | 96.67平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/9b8599b9-fe91-4571-ab4c-228749f4ab0a_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,业主诚心卖，户型方正，安静看公园必看好房,850万,低楼层                                    (共34层)                                                                      | 2004年建 |                                3室2厅 | 87.45平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/ba1739ce-772c-4acc-9c55-4292aa1814b0_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,满五年  客厅东南看小区 视野好安静 采光充足,950万,中楼层                                    (共27层)                                                                      | 2002年建 |                                3室2厅 | 89.54平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_IkCjivl2o_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,南近莲花山公园，北彩田公园，西南深业上城。,715万,中楼层                                    (共34层)                                                                      | 2004年建 |                                2室1厅 | 71.64平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/eedc6e9b-83b6-4c64-861b-49736dc8fc45_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,新上景观房   低总价上车深业上城   精装修靓房,1390万,中楼层                                    (共49层)                                                                      | 2014年建 |                                1室1厅 | 108平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_zDSrM88J8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,上城精装南向三房 方便看房 通风采光佳 超好楼层,2900万,中楼层                                    (共49层)                                                                      | 2014年建 |                                3室2厅 | 228.29平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/6b33acff-34fa-41ab-a654-ed193d24e9ef_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,莲花,朝向好，安静，满五唯一，红本在手税费少,1130万,低楼层                                    (共34层)                                                                      | 2004年建 |                                3室2厅 | 108.73平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/2c9c943f-c7a1-4707-9dd9-818aecaa7e2b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
