20210126,福田区,八卦岭,楼层好，带电梯，通风采光极好，户型方正实用。,300万,低楼层                                    (共8层)                                                                      | 1991年建 |                                1室0厅 | 42.49平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-d263be5d-c3c3-4b9d-b517-820f9e32491e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,业主诚心卖，到价即签，14年装修花近三十万精装，自住必看好房,820万,中楼层                                    (共25层)                                                                      | 2003年建 |                                2室1厅 | 60.23平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_WhqPv3rs7_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场 1室0厅 西 西北必看好房,558万,中楼层                                    (共33层)                                                                      | 2005年建 |                                1室0厅 | 45.22平米                                  | 西 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_llyRoI3QZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭 满五唯一 格局方正2房 精装修,655万,中楼层                                    (共24层)                                                                      | 1998年建 |                                2室1厅 | 63.59平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_3BxwbyRog_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏益花园 1室1厅 南新上,370万,中楼层                                    (共24层)                                                                      | 1994年建 |                                1室1厅 | 33.65平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_mv0fflkEU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,住宅用地 红本在手 满五唯一 荔园东在建 业主诚心卖必看好房,450万,高楼层                                    (共7层)                                                                      | 1983年建 |                                1室0厅 | 27.89平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_GB84EPLWe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,岭尚时代园 2室1厅 南,818万,高楼层                                    (共27层)                                                                      | 2007年建 |                                2室1厅 | 58.76平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_yxZ0Kkzo8_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,此房满五唯一税少，朝南刚需小两房,505万,高楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 50.85平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_DYgunS29e_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,本小区少有满五年，双荔园，价格合适，到价即可签约！,625万,中楼层                                    (共24层)                                                                      | 1994年建 |                                1室1厅 | 63.95平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dfoqtfjNQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,房子满五年 双地铁口 业主诚心卖,930万,低楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 83.25平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_HixnQzQYM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村 2室1厅 南,615万,高楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 63.95平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_IRVdWZDeQ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,房子红本在手满五年，税费少 交易流程快！,570万,高楼层                                    (共33层)                                                                      | 2005年建 |                                1室1厅 | 46.26平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_bnQknzdXe_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,70产权住宅用地，满五年，红本在手，棚.改项目,550万,高楼层                                    (共8层)                                                                      | 1995年建 |                                1室0厅 | 35.31平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_crsNPVeiG_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,地铁上沿高层电梯房，视野开阔，精装自住，满五税费少,450万,高楼层                                    (共25层)                                                                      | 1994年建 |                                1室1厅 | 39.52平米                                  | 东 北,http://ke-image.ljcdn.com/110000-inspection/pc1_1w2imsYNL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,精装修电梯房满五年 红本在手 业主诚心卖,330万,中楼层                                    (共13层)                                                                      | 1999年建 |                                1室0厅 | 38.23平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_7WNhVyQIs_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,诚心出售，正规大一房。适宜居住。,700万,中楼层                                    (共27层)                                                                      | 2007年建 |                                1室1厅 | 48.54平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_IXSFjS2yU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭宿舍 1室1厅 北必看好房,760万,中楼层                                    (共7层)                                                                      | 1991年建 |                                1室1厅 | 55.98平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_TIj2NFXX1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本满五唯一 税费低 正规两房 业主诚心卖,950万,中楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 79.9平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_hawkVz8A5_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,已经被列入2019年深圳重大项目增补清单必看好房,482万,中楼层                                    (共7层)                                                                      | 1991年建 |                                1室0厅 | 35.22平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_7rHJktFcC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,【双荔园】+【红本在手】业主置换诚心卖必看好房,245万,高楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 16.8平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_qrhy8xcdd_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,业主诚售，满五年唯一，精装，未用，住宅用地,620万,高楼层                                    (共25层)                                                                      | 1994年建 |                                2室1厅 | 57.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ASgXO77df_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,业主诚心卖,大家可以多推推，需要随时叫。,600万,中楼层                                    (共25层)                                                                      | 1994年建 |                                2室1厅 | 57.79平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_L7CWDMw9U_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村，精装单房，红本在手，70年产权，诚心出售！,390万,中楼层                                    (共8层)                                                                      | 1992年建 |                                1室0厅 | 31.68平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_BwY2a540p_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,已经被列入2019年深圳重大项目增补清单,450万,中楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 25.09平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_3zJKcy3Ls_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村拐角户型，红本满五，业主诚心出售,550万,中楼层                                    (共8层)                                                                      | 1992年建 |                                1室0厅 | 47.66平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_vUhObjbBR_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,盛世鹏程 122.3平 楼层好东南向采光好 户型方正,1518万,中楼层                                    (共32层)                                                                      | 2005年建 |                                4室1厅 | 122.3平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZvFfOIBLi_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,住宅用地，红本在手，旁边荔园在建，业主诚心出售。必看好房,350万,高楼层                                    (共7层)                                                                      | 1983年建 |                                1室0厅 | 19.25平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_GV0rd1EM3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五年红本在手，阳台多看花园安静，诚心出售,1450万,低楼层                                    (共33层)                                                                      | 2005年建 |                                3室1厅 | 132.06平米                                  | 西北 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_89U8bE6X3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村 业主诚心出售  满五年 朝南向,500万,高楼层                                    (共8层)                                                                      | 1992年建 |                                1室1厅 | 47.06平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_vnhp8U3jp_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村电梯房 钻石户型 满五年税费少 中高层业主诚心,530万,中楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 50.85平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_snn3yetz1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场精装修小两房满五年唯一，精装修税费少！,618万,低楼层                                    (共33层)                                                                      | 2005年建 |                                2室1厅 | 45.56平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_btQJBp6do_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五年且唯一，业主诚心出售，总价低。,590万,高楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 57.79平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_K3tu0rWqs_2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,岭尚时代原始一房一厅，客厅出阳台，满五年唯一,505万,中楼层                                    (共27层)                                                                      | 2007年建 |                                1室1厅 | 36.44平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_2fGErZozB_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,2007年新小区，环境优美，高层朝南,658万,高楼层                                    (共27层)                                                                      | 2007年建 |                                1室1厅 | 49.72平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_oxu3mtEe9_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭宿舍，住宅性质，满五年双荔园，业主在深随时签,470万,中楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 30.59平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_a3IBudPNt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本满五唯一 税费低 正规两房 业主诚心卖,888万,中楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 80.87平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_MBszqPsde_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本在手、满五、未占用、高层、诚心卖,468万,高楼层                                    (共24层)                                                                      | 1994年建 |                                1室1厅 | 41.8平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_cuGkW78hh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场长阳台 一房一厅 高楼层东南向,620万,高楼层                                    (共33层)                                                                      | 2005年建 |                                1室1厅 | 45.05平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_dhyFlnBRm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,朝南看花园，正规两房一厅，业主诚心卖,810万,中楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 74.99平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_IRr2CBOQ0.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一，红本，视野佳 正规两房一厅，业主诚心卖,968万,中楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 83.25平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dmh539XkA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一税红本在手，业主诚心出售。,258万,低楼层                                    (共8层)                                                                  1室0厅 | 30.84平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_tfmI89BzF_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场 满3年 东南朝向 精装修 拧包入住 高层光线好,620万,中楼层                                    (共33层)                                                                      | 2005年建 |                                1室1厅 | 44.75平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_YO4vfphU3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,此房的格局是大单间，精装修，功能间齐全户型方正必看好房,394.99万,中楼层                                    (共24层)                                                                      | 1994年建 |                                1室0厅 | 38.82平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_Wrr0HctWD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本满五，随时看房。交易快！两房一厅适合居家！,600万,高楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 57.79平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_fYFeeWsVA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏益花园，满五唯一，精装修小户型,350万,低楼层                                    (共22层)                                                                      | 1995年建 |                                1室0厅 | 32.47平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_cKFH0asKg_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,高楼层视野好 自住保养佳 东南朝向通风好 诚心卖,600万,高楼层                                    (共33层)                                                                      | 2005年建 |                                1室1厅 | 45.05平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_ttrGWrSQD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五，户型方正，业主诚心出售，价格可谈,385万,中楼层                                    (共9层)                                                                      | 1998年建 |                                1室1厅 | 29.37平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_6j7PnTelM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场 唯一南北tong透户型 精装两房 满五唯一,660万,高楼层                                    (共33层)                                                                      | 2005年建 |                                2室1厅 | 44.84平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_JDCYtFDGI_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村，住宅用地，满五唯一，红本,395万,中楼层                                    (共9层)                                                                      | 1992年建 |                                1室0厅 | 31.48平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_OhTMbsRio_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五年 红本在手，带景观落地窗 采光好 通风效果佳,600万,低楼层                                    (共33层)                                                                      | 2005年建 |                                1室0厅 | 45平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_77I3SrPO2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,双住宅 满五唯一 税费少 高楼层 光线好 业主诚心卖必看好房,560万,高楼层                                    (共33层)                                                                      | 2005年建 |                                1室0厅 | 44.65平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_S4UKXTZJl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭宿舍，棚*小区，红本满五，户型方正。必看好房,398万,高楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 28.57平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_3ypq5I4yL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭宿舍，棚*小区，红本满五，户型方正。必看好房,398万,高楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 28.57平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_TpVIP67vW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本在手 满五唯一 业主诚心出售 待chaiq,470万,低楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 32.58平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_dRuv5OrI1_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,精装出售 满五年唯一住房 税费少,625万,低楼层                                    (共9层)                                                                      | 1999年建 |                                1室1厅 | 53.19平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_63LiTU8fL_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭住宅性质 好楼层带精装 满五年税费少,530万,低楼层                                    (共7层)                                                                      | 1991年建 |                                1室0厅 | 33.55平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_2avg8jnrv_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,精装住宅性质 满五年税费少 南向好楼层,530万,低楼层                                    (共7层)                                                                      | 1991年建 |                                1室0厅 | 35.22平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_j4z4alyyw_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,城市主场 满五唯一红本在手 2房1厅,660万,中楼层                                    (共33层)                                                                      | 2005年建 |                                2室1厅 | 46.39平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Kcifu3O7x_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一。东南向， 高层电梯地铁口物业.必看好房,398万,中楼层                                    (共24层)                                                                      | 1994年建 |                                1室0厅 | 38.82平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_nPpo5ySrh_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五年唯 一  红本在手 未占用 高层精装 好房,600万,中楼层                                    (共24层)                                                                      | 1994年建 |                                2室1厅 | 57.79平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_Moo0Y1XCO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,荔园旁边八卦岭宿舍，满五年，诚心出售，,450万,高楼层                                    (共7层)                                                                      | 1988年建 |                                1室0厅 | 29.18平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_8L4STJM70_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一税费少,业主急售,看房提前联系.,398万,低楼层                                    (共9层)                                                                      | 1998年建 |                                1室0厅 | 28.61平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_828JokCne_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一，红本在手，业主诚心卖,425万,低楼层                                    (共7层)                                                                      | 1999年建 |                                1室0厅 | 36.27平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_0Radpn0gl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,此房满五，业主诚心出售，视野开阔 双地铁交通便利。,400万,低楼层                                    (共24层)                                                                      | 1998年建 |                                1室0厅 | 29.99平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_1Ixfr5UqO_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,双地铁口，旁边荔园在建，诚心出售，价格靠谱,442万,低楼层                                    (共7层)                                                                      | 1991年建 |                                1室0厅 | 33.55平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_KUoGjtQUW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一红本无欠款，3楼朝南，本层有公共平台,430万,低楼层                                    (共9层)                                                                      | 1998年建 |                                1室1厅 | 27.98平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_75my7s6j4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村 2室1厅 南,625万,中楼层                                    (共25层)                                                                      | 1994年建 |                                2室1厅 | 63.95平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/d9ada541-d83c-45b2-ab48-72e7a65423c4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,此房买五唯一，红本在手，采光好，南北向，50年产权,400万,中楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 30.69平米                                  | 南 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_hPlCjuzS2_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五年深圳唯一，可正常上学，地铁口物业，配套完善,650万,中楼层                                    (共24层)                                                                      | 1995年建 |                                2室1厅 | 60.6平米                                  | 东北 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_uUSsqxOiC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本在手，50年产权，业主诚心出售。,445万,中楼层                                    (共7层)                                                                      | 1985年建 |                                1室0厅 | 29.53平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_9LXTL9X05_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,满五唯一，正规两房一厅，业主诚心卖,900万,低楼层                                    (共26层)                                                                      | 2007年建 |                                2室1厅 | 83.25平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_yu0NR7T3y_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,诚心出售，满五年唯一，少税费，精装修,400万,中楼层                                    (共28层)                                                                      | 2000年建 |                                1室0厅 | 27.32平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_7ub5OR6WS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,红本在手满五唯一，交易流程快，免增值税,854万,中楼层                                    (共33层)                                                                      | 2005年建 |                                2室1厅 | 65.7平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Wqnn5asi0_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,八卦岭70年产权住宅，到价即签,738万,高楼层                                    (共7层)                                                                      | 1997年建 |                                3室1厅 | 52.09平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_Xa3OkpOky_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村地铁口物业.高层采光 通风好,370万,高楼层                                    (共9层)                                                                      | 1992年建 |                                1室0厅 | 31.77平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_yoMVUqL1Y_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,房子满五红本 税费少 诚心卖 二期70年产权住宅,910万,中楼层                                    (共8层)                                                                      | 1995年建 |                                2室1厅 | 69.78平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_qHCrgjJxU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏益花园满五唯一红本在手业主诚心出售必看好房,360万,中楼层                                    (共24层)                                                                      | 1998年建 |                                1室0厅 | 29.99平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_HnWtqHVHl_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210126,福田区,八卦岭,鹏盛村 2室1厅 南,480万,中楼层                                    (共25层)                                                                      | 1994年建 |                                2室1厅 | 50.85平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZSNvg9TTc_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
