20210128,光明区,桃源居,户型方正，两个房间都看花园，中间楼层业主诚心出售必看好房,380万,中楼层                                    (共18层)                                                                      | 2009年建 |                                2室1厅 | 49.5平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_5JE4v5pru_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,房子满唯五年，可厅出阳台，...,708万,高楼层                                    (共30层)                                                                      | 2009年建 |                                3室2厅 | 101.08平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/b1408361-9e5f-4afb-9a51-eed9a129b6f1_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十七区，满五年，电梯两房，欠款少必看好房,580万,低楼层                                    (共17层)                                                                      | 2006年建 |                                2室2厅 | 80.74平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_XYUPXky5s_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,地铁口安静物业 满五年 红本在手 业主诚售,470万,中楼层                                    (共30层)                                                                      | 2009年建 |                                1室1厅 | 45平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_JbqtwC7Am_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居正规大三房，使用率高，户型方正格局好,660万,高楼层                                    (共7层)                                                                      | 1999年建 |                                3室2厅 | 108.16平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_SsLJO3Hgt_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一税费少。，业主自住，保养好。实用型正版三房,580万,中楼层                                    (共6层)                                                                      | 2002年建 |                                3室1厅 | 78.39平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_wLRURL7uY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,新装修，正南向，通透，一梯两户，业主自住，看房方便,615万,中楼层                                    (共7层)                                                                      | 2003年建 |                                2室2厅 | 90.06平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ERsckLXAW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,刚需上车盘，在建12号地铁线，凤凰雅居2房必看好房,460万,低楼层                                    (共30层)                                                                      | 2009年建 |                                2室2厅 | 48.92平米                                  | 西北,http://ke-image.ljcdn.com/110000-inspection/pc1_QSxloxagz_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居两房高实用，前后双阳台，通透,560万,中楼层                                    (共6层)                                                                      | 2002年建 |                                2室2厅 | 75.21平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_rdJnUE0uW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十五区 4室1厅 东南,850万,低楼层                                    (共18层)                                                                      | 2007年建 |                                4室1厅 | 119.94平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_agxPrDycC_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一，通风采光好，楼龄新，近地铁,1000万,高楼层                                    (共18层)                                                                      | 2008年建 |                                4室2厅 | 141.67平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_4zQCvw6kD_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,客厅出阳台，满五唯一费用少，安静 三个房间比较大,700万,中楼层                                    (共9层)                                                                      | 2003年建 |                                3室1厅 | 106.35平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_oAqrtBRLu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,大城里的小花园    住家必选,680万,高楼层                                    (共8层)                                                                      | 1997年建 |                                3室2厅 | 104.7平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_DuVH33Gdm_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十一区 标准电梯大三房 业主诚意出售,765万,低楼层                                    (共18层)                                                                      | 2008年建 |                                3室1厅 | 109.32平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_DlUM2tp8v_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,四区大3房，户型方正，使用高，看房方便。,680万,中楼层                                    (共8层)                                                                      | 2003年建 |                                3室2厅 | 85.2平米                                  | 北,http://ke-image.ljcdn.com/110000-inspection/pc1_U5BJvbHLN_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,花园中间安静，楼层好居家装修直接入住。,520万,中楼层                                    (共8层)                                                                      | 1996年建 |                                2室2厅 | 83.6平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_7QJYzdmX6_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,出门就是空中花园，有电梯，楼下就是停车场。必看好房,358万,中楼层                                    (共13层)                                                                      | 2004年建 |                                2室1厅 | 92.62平米                                  | 东,http://ke-image.ljcdn.com/110000-inspection/pc1_7dVqDoB6U_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,电梯两房，厅出阳台朝东南，安静,538万,中楼层                                    (共11层)                                                                      | 2002年建 |                                2室1厅 | 74.03平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_5cAOyeZZS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五唯一，业主自住，诚心卖，看房方便！,630万,中楼层                                    (共17层)                                                                      | 2008年建 |                                2室1厅 | 75平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_O30TafABS_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满五不唯一，红本在手，看房有钥匙,520万,中楼层                                    (共7层)                                                                      | 2001年建 |                                2室2厅 | 82.7平米                                  | 西南,http://ke-image.ljcdn.com/110000-inspection/pc1_bIJhi1qHA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,户型方正，小区环境好，交通方便,700万,高楼层                                    (共18层)                                                                      | 2012年建 |                                3室1厅 | 85.59平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_UujmQIwl3_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装大三房，朝南看花园，带双阳台，业主诚心出售,730万,高楼层                                    (共30层)                                                                      | 2009年建 |                                3室2厅 | 101.08平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/6ad16f11-c935-4e76-8230-23ba38de9687_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,满三年 精装修 朝南通风采光好 使用率高 楼龄新,980万,低楼层                                    (共18层)                                                                      | 2008年建 |                                4室2厅 | 137.26平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_4yuhtcmfM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,此房满五年业主诚心出售，楼层好位置安静，看房方便！,860万,中楼层                                    (共11层)                                                                      | 2004年建 |                                4室1厅 | 151.95平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_QXVtXaqJU_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,户型通透采光通风好，精装修可拎包入住，满五年税费少,800万,低楼层                                    (共5层)                                                                      | 2002年建 |                                4室2厅 | 122.17平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_xbA1gbRFY_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居三区电梯2房，满五年 唯一 红本，税费少！,498万,低楼层                                    (共9层)                                                                      | 2003年建 |                                2室1厅 | 69.94平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_sr6dZgWfW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居新小区 买一层有两层 精致装修可拎包入住,880万,低楼层                                    (共18层)                                                                      | 2007年建 |                                5室2厅 | 107.21平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_4GIYaZQ4s_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,业主诚心卖。朝向户型好，看房方便,950万,中楼层                                    (共18层)                                                                      | 2007年建 |                                3室1厅 | 154.12平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-0ed3fcb0-d448-46fe-bd1c-b315b8868e92.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,业主诚心出售，房子满二，采光好、通风好,375万,中楼层                                    (共13层)                                                                      | 2004年建 |                                2室1厅 | 93.05平米                                  | 东北,http://ke-image.ljcdn.com/110000-inspection/pc1_8iWwGSf85_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,总价低，看房方便，业主诚心卖，价格可谈,320万,低楼层                                    (共13层)                                                                      | 2004年建 |                                2室1厅 | 85.24平米                                  | 东 西,http://ke-image.ljcdn.com/110000-inspection/pc1_zr9dEehzb_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居大四房，高层视野好，精装修单证,980万,中楼层                                    (共20层)                                                                      | 2009年建 |                                4室1厅 | 161.95平米                                  | 东南,http://ke-image.ljcdn.com/110000-inspection/pc1_Xs4gJZIhV_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,采光通风好，业主自住，保养很好,670万,高楼层                                    (共8层)                                                                      | 1997年建 |                                4室2厅 | 107平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/test-5108b7c6-04da-488a-9065-5ae6105ff423.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居十一区两房，舒适采光好，满五唯一，,619万,低楼层                                    (共18层)                                                                      | 2008年建 |                                2室1厅 | 79.69平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/prod-747cc7d4-e87d-4260-9caa-d111d88b6721.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,正规两房，中间楼层合适，价格便宜,360万,中楼层                                    (共13层)                                                                      | 2004年建 |                                2室1厅 | 93.43平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/prod-6b9e6589-77fe-4bc0-a818-87466f1b99bd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,简装5房3卫、价格可谈、看房方便,1100万,低楼层                                    (共8层)                                                                      | 2002年建 |                                5室2厅 | 185.17平米                                  | 东南,http://ke-image.ljcdn.com/440300-inspection/pc1_HG3vxaEcy_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装修四房户型方正居家舒适诚心出售,800万,高楼层                                    (共7层)                                                                      | 1999年建 |                                4室2厅 | 138.23平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/pc1_5qtRp1MJW_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,精装大平面5房，满五年无增值税，大阳台安静看花园,1000万,高楼层                                    (共16层)                                                                      | 2008年建 |                                5室2厅 | 133.16平米                                  | 东,http://ke-image.ljcdn.com/440300-inspection/pc1_qzgNJisv4_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,此房户型方正，业主自住保养好，满五唯一，环境优雅,1100万,低楼层                                    (共16层)                                                                      | 2011年建 |                                4室2厅 | 173.9平米                                  | 南,http://ke-image.ljcdn.com/110000-inspection/pc1_ZruQuKqoA_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,凤凰雅居，温馨安静，小三房，适于居家。,600万,中楼层                                    (共30层)                                                                      | 2009年建 |                                3室2厅 | 75.66平米                                  | 南 北,http://ke-image.ljcdn.com/440300-inspection/prod-ac313e23-221c-4f0b-b71b-a235cc185d92.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,红本在手 朝南看花园 小户型住家舒适,400万,高楼层                                    (共9层)                                                                      | 2003年建 |                                1室1厅 | 47.37平米                                  | 西南,http://ke-image.ljcdn.com/440300-inspection/prod-485ebd18-5a9d-4e48-824a-6463ca913caf.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20210128,光明区,桃源居,桃源居大三房、满五年、配套成熟、出行方便,850万,中楼层                                    (共6层)                                                                      | 2002年建 |                                3室1厅 | 118.91平米                                  | 南,http://ke-image.ljcdn.com/440300-inspection/test-5c32123f-ae24-419a-a16d-58dbe0244424.png!m_fill,w_280,h_210,f_jpg?from=ke.com
